Index;Text;Verb_Syllables;Structural_priming;NP_Givenness;NP_Length;NP_Concreteness;NP_starting_tone;Response;Filename;TimePeriod;TimePeriod2;Genre;Formality;Mode;Region
1046;...，好像有喜事似的。”和光看着杯子里的酒笑道：“傻丫头，怎么就[[[斟出白兰地来]]]了。空肚子喝这种烈酒，是会马上醉倒的。”婉卿说：“良哥海量，白...;1;No;New;3;Concrete;2;Split;1940s\1942\文学\1942 茅盾 霜叶红似二月花.txt;1940s;2;Fiction;Lower;Written;Mainland
1757;...面，尽鼓舞和说服的责任。因此，工商业界的朋友们，在今天便应该[[[拿出力量来]]]，表示出“当仁不让”的态度了。;1;No;New;2;Non-concrete;4;Split;1940s\1949\报刊\人民日报\rmrb_1949_12.txt;1940s;2;News_report;Higher;Written;Mainland
1842;...然很大，认为：“天下无难事，就怕心不钻”只要尽心研究，一定会[[[想出办法来]]]。有一天他到碎铁堆里找材料，发现了一把破铁钻，这就给了他一个启...;1;No;New;2;Non-concrete;4;Split;1950s\1950\报刊\人民日报\rmrb_1950_05.txt;1950s;2;News_report;Higher;Written;Mainland
1736;...经过血液散布到全身。所以把得病的人的血液取出来培养，每每可以[[[查出病菌来]]]。当病菌在血液散布到全身以后，病状就更严重了。;1;No;New;2;Concrete;4;Split;1940s\1949\报刊\人民日报\rmrb_1949_11.txt;1940s;2;News_report;Higher;Written;Mainland
1127;...护国寺的残破的界墙外，瑞宣决定往北走，北边清静。他半天没有回[[[答出话来]]]。直等到小崔催了一声“啊？”他才说：;2;No;New;1;Non-concrete;4;Split;1940s\1944\文学\1944 老舍 四世同堂第一部_惶惑.txt;1940s;2;Fiction;Lower;Written;Mainland
707;...（向大海）再见，我原谅你，（温和地）我还是愿意做你的朋友。（[[[伸出手来]]]）你愿意同我拉一拉手么？;1;No;New;1;Concrete;3;Split;1930s\1933\文学\1933 曹禺 雷雨.txt;1930s;1;Fiction;Lower;Written;Mainland
552;...。上一次也是在这里唱，刚唱到一半，总理回来了，我吓得半天没有[[[说出话来]]]。”鹏振道：“他老人家也是一个戏迷，常在家里开话匣子。不过因为...;1;No;New;1;Non-concrete;4;Split;1930s\1932\文学\1932 张恨水 金粉世家.txt;1930s;1;Fiction;Lower;Written;Mainland
795;“坏了！糟老头子！”三多[[[听出语声来]]]，吓得直往洞里退。“坏了！父亲来了！”小老虎们低声的说，说完就...;1;No;New;2;Non-concrete;3;Split;1930s\1934\文学\1934 老舍 小坡的生日.txt;1930s;1;Fiction;Lower;Written;Mainland
730;李麻子也[[[逃出重围来]]]了，一手拖住那个女工。他对屠维岳狞笑。;1;No;New;2;Non-concrete;2;Split;1930s\1933\文学\1933 茅盾 子夜.txt;1930s;1;Fiction;Lower;Written;Mainland
1781;...面工作；既是剧院，又是学校；有学生，又有老师，十年八年是可以[[[搞出成绩来]]]的。;1;No;New;2;Non-concrete;2;Split;1950s\1950\报刊\人民日报\rmrb_1950_01.txt;1950s;2;News_report;Higher;Written;Mainland
1810;...伍，从这里面选拔英雄，带领大家，指明方向，给他办法，有指导的[[[搞出东西来]]]，到群众中去考验。这样大量生产，不断修改，可以事半功倍。戏曲改...;1;No;New;2;Non-concrete;1;Split;1950s\1950\报刊\人民日报\rmrb_1950_03.txt;1950s;2;News_report;Higher;Written;Mainland
1393;学生们[[[抬出大鼓来]]]，铿铿锵锵的敲起来，敲得人们只见张着嘴笑，听不清谁说的什么话，...;1;No;New;2;Concrete;4;Split;1940s\1947\报刊\人民日报\rmrb_1947_12.txt;1940s;2;News_report;Higher;Written;Mainland
1778;...方面要求人民解放军和所有的公教人员继续吃苦，从他们的身上尽量[[[挤出经费来]]]，另一方面把建设投资保持在支出概算四分之一的左右（连行政费一部...;1;No;New;2;Non-concrete;1;Split;1940s\1949\报刊\人民日报\rmrb_1949_12.txt;1940s;2;News_report;Higher;Written;Mainland
1675;...你想的事情好不好，对不对，如果你是在作一件好事情，他们会给你[[[提出意见来]]]，怎样能够做得更好。这一切——年长的同志们的帮助，你个人的威信...;1;No;New;2;Non-concrete;4;Split;1940s\1949\报刊\人民日报\rmrb_1949_08.txt;1940s;2;News_report;Higher;Written;Mainland
1734;...助我们前进！今后我们的精神要寄托在你的身上……”啊！我激动得[[[流出泪来]]]！我惭愧！我非常惭愧，大家对我这样的期望，我该如何去作呢？;1;No;New;1;Concrete;4;Split;1940s\1949\报刊\人民日报\rmrb_1949_11.txt;1940s;2;News_report;Higher;Written;Mainland
122;...李镜泓差不多的人，把我活坑了。我到了这时候，是万分不能不自己[[[拿出主张来]]]。但是铁脚的话，只能信他一半，他是个没有学识的人，姓周的和他要...;1;No;New;2;Non-concrete;3;Split;1920s\1922\文学\小说笔记\1922_10_1 向恺然 留东外史续集.txt;1920s;1;Fiction;Lower;Written;Mainland
689;...得真切，知道三娘已在用那诱敌深入之计，自己也就故意落荒而走，[[[让出路来]]]，好让敌将追赶三娘。那知那个张奋扬却不追赶三娘，偏偏追赶宣娇，...;1;No;New;1;Concrete;4;Split;1930s\1932\文学\小说笔记\1932 徐哲身 大清三杰（上）.txt;1930s;1;Fiction;Lower;Written;Mainland
479;...前，他以为张嫂来开门了。谁知却是接生婆抱着新生的婴儿在门缝里[[[传出话来]]]：“恭喜大少爷，是一位公子。”她说完就转身走开了。觉新还听到她...;1;No;New;1;Non-concrete;4;Split;1930s\1931\文学\1931 巴金 家.txt;1930s;1;Fiction;Lower;Written;Mainland
542;...样地点着，数那木器家伙，口里还带念着。二姨太又觉得是梅丽的话[[[问出祸事来]]]了，便道：“二少奶为人是很爽快的，要办什么，心口如一，这就好，...;1;No;New;2;Non-concrete;4;Split;1930s\1932\文学\1932 张恨水 金粉世家.txt;1930s;1;Fiction;Lower;Written;Mainland
1322;...诚的阶级立场很稳，他在领导群众斗争中，不管地主说得多好听，不[[[拿出东西来]]]是不行的。反之，对群众的态度则特别和蔼。第四、李守诚具有克服困...;1;No;New;2;Non-concrete;1;Split;1940s\1947\报刊\人民日报\rmrb_1947_04.txt;1940s;2;News_report;Higher;Written;Mainland
850;...地界划分清楚。安福部趁此时机，已将南方运动成熟，等到唐总代表[[[开出条件来]]]，共有八项，如总统退位，解散新国会，召集旧国会，赔偿巨额军费等...;1;No;New;2;Non-concrete;2;Split;1930s\1935\文学\小说笔记\1935 荫余轩放 民国野史.txt;1930s;1;Fiction;Lower;Written;Mainland
1169;...宣吓了一跳。他晓得韵梅不是随便惹祸的人，而不肯惹事的人若一旦[[[惹出事来]]]，才不好办。“怎么啦？”他急切的问。;1;No;Given;1;Non-concrete;4;Split;1940s\1945\文学\1945 老舍 四世同堂第二部_偷生.txt;1940s;2;Fiction;Lower;Written;Mainland
1438;...部，善于深刻的分析现象，善于分清主要的和次要的，善于从现象中[[[找出本质来]]]。领导者应当能于倾听所有的宝贵的批评和指责，即使这些批评和指责...;1;No;New;2;Non-concrete;3;Split;1940s\1948\报刊\人民日报\rmrb_1948_05.txt;1940s;2;News_report;Higher;Written;Mainland
853;...？索性也给他们决定了，免得那些不明事理的人又要争多嫌少，反而[[[弄出意见来]]]。”;1;No;New;2;Non-concrete;4;Split;1930s\1935\文学\小说笔记\1935 钟毓龙 上古秘史.txt;1930s;1;Fiction;Lower;Written;Mainland
151;...楼，等请的客都到齐了，由老李出来，向众客宣布我两人结婚的话。[[[拿出婚约来]]]，请绍介人证婚人、签字或盖章；我两人交换戒指，对行三鞠躬；然后...;1;No;New;2;Concrete;1;Split;1920s\1922\文学\小说笔记\1922_10_1 向恺然 留东外史续集.txt;1920s;1;Fiction;Lower;Written;Mainland
1261;说着就[[[流出泪来]]]。;1;No;New;1;Concrete;4;Split;1940s\1946\文学\1946 赵树理 李家庄的变迁.txt;1940s;2;Fiction;Lower;Written;Mainland
191;...来冲上茶。阔亭便不再说话，立即拿起茶来喝。浑身一抖，放下了，[[[伸出舌尖来]]]舐了一舐上嘴唇，揭去碗盖嘘嘘地吹着。;1;No;New;2;Concrete;2;Split;1920s\1926\文学\1926 鲁迅 彷徨.txt;1920s;1;Fiction;Lower;Written;Mainland
1542;...别处看，他发现了铁路学校的学生是由官方发给伙食的。他的眼忽然[[[发出火来]]]，绿脸上出了汗，用力的把手拍在桌子上：“啊！作这个学校的校长！...;1;No;New;1;Concrete;3;Split;1940s\1948\文学\1948 老舍 四世同堂第三部_饥荒.txt;1940s;2;Fiction;Lower;Written;Mainland
259;...妪越说越气，含着一泡眼泪，又狠狠地大骂了一顿。旁边的村民深怕[[[惹出祸来]]]，各人早已远远地避去了。刘瑾也不再说，看着老妪冷笑了几声，竟自...;1;No;New;1;Non-concrete;4;Split;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;1920s;1;Fiction;Lower;Written;Mainland
756;...好像一松，而且他这温和关切的语调也使得四小姐感到若干慰藉；她[[[露出脸来]]]，从晶莹的泪光中看着吴芝生，勉强笑了一笑，同时也就站起来，带几...;1;No;New;1;Concrete;3;Split;1930s\1933\文学\1933 茅盾 子夜.txt;1930s;1;Fiction;Lower;Written;Mainland
1998;...们的家属们的慰问信和慰劳品时，情绪非常热烈，有的人甚至兴奋得[[[流出泪来]]]。他们听说在他们离开北京一个多月的时间里，政府和医院曾三次派人...;1;No;New;1;Concrete;4;Split;1950s\1951\报刊\人民日报\rmrb_1951_01.txt;1950s;2;News_report;Higher;Written;Mainland
1952;...久以前他解释着说道：“对待这些人的唯一方法，就是把他们的鼻子[[[打出血来]]]”。;1;No;New;1;Concrete;3;Split;1950s\1950\报刊\人民日报\rmrb_1950_11.txt;1950s;2;News_report;Higher;Written;Mainland
58;...上见过的仙境，就在这里出现了。这时船走得更快，不多时，在台上[[[显出人物来]]]，红红绿绿的动，近台的河里一望乌黑的是看戏的人家的船篷。;1;No;New;2;Non-concrete;2;Split;1920s\1922\文学\1922 鲁迅 社戏.txt;1920s;1;Fiction;Lower;Written;Mainland
561;...雇一辆车罢。”金荣放下盘子，便笑着问：“雇到哪里？”这一问倒[[[问出问题来]]]了，连燕西自己，也没有决定是上哪里去好。站定了，将脚尖子在地上...;1;No;New;2;Non-concrete;4;Split;1930s\1932\文学\1932 张恨水 金粉世家.txt;1930s;1;Fiction;Lower;Written;Mainland
447;...个孩子来，而财产仍归她掌握。现在她若彰明昭著地再嫁，便不能不[[[交出财产来]]]，她舍不得。”;1;No;New;2;Non-concrete;2;Split;1930s\1930\文学\1930 茅盾 蚀.txt;1930s;1;Fiction;Lower;Written;Mainland
1521;现在，他[[[掏出怀表来]]]一瞅，十二点过了。;1;No;New;2;Concrete;2;Split;1940s\1948\文学\1948 周立波 暴风骤雨.txt;1940s;2;Fiction;Lower;Written;Mainland
474;“我晓得你会来的，我早晓得你会来的，”她欢喜地说，眼里不住地[[[涌出泪来]]]。她又用责备的眼光看觉慧，说：“三表弟，你骗我，我晓得你骗我。...;1;No;New;1;Concrete;4;Split;1930s\1931\文学\1931 巴金 家.txt;1930s;1;Fiction;Lower;Written;Mainland
791;再近一点，绿色更浅了，微微[[[露出黄色来]]]。;1;No;New;2;Concrete;2;Split;1930s\1934\文学\1934 老舍 小坡的生日.txt;1930s;1;Fiction;Lower;Written;Mainland
1776;...由于共产党员及青年团员积极带头领导，附近村庄的许多居民也都能[[[腾出房子来]]]，欢迎搬家户去借住，并帮助他们找好地基准备盖新房子，政府也拨粮...;1;No;New;2;Concrete;2;Split;1940s\1949\报刊\人民日报\rmrb_1949_12.txt;1940s;2;News_report;Higher;Written;Mainland
1864;...未发榜之前十分焦虑。他们说：“如果不能录取，学校能叫我们自己[[[拿出钱来]]]，在这里当个旁听生也行。”安阳专署刘吉生说：“取不上叫我在这里...;1;No;New;1;Non-concrete;2;Split;1950s\1950\报刊\人民日报\rmrb_1950_06.txt;1950s;2;News_report;Higher;Written;Mainland
221;...连头也踏破了。徐达忙上去，把大海喝住道：“你这样的粗暴，又要[[[闯出祸来]]]哩！”大海听了，这才立着不动。大家看那擂台上时，却是方庄主的几...;1;No;New;1;Non-concrete;4;Split;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;1920s;1;Fiction;Lower;Written;Mainland
645;...然，——他说和甫探听到了，老赵和广帮中几位做多头，专看市场上[[[开出低价来]]]就扒进，却也不肯多进，只把票价吊住了，维持本月四日前的价格——...;1;No;New;2;Non-concrete;1;Split;1930s\1932\文学\1932 茅盾 子夜.txt;1930s;1;Fiction;Lower;Written;Mainland
557;...加女子一种美态。”秀珠将身子一扭，说道：“今天不是节下，我要[[[说出好话来]]]了。”说毕，她已走去。燕西心想，这一只烤鸭，只有老三知道。但是...;1;No;New;2;Non-concrete;3;Split;1930s\1932\文学\1932 张恨水 金粉世家.txt;1930s;1;Fiction;Lower;Written;Mainland
1646;...舞动大锨，遭受坚韧的焦泥板的抵抗，挖不几下就累得她们从长发下[[[冒出汗水来]]]，周玉英一看妇女组落在男人们后边，耽心自己妇女们落了后，就急忙...;1;No;New;2;Concrete;4;Split;1940s\1949\报刊\人民日报\rmrb_1949_06.txt;1940s;2;News_report;Higher;Written;Mainland
87;　　家来打死他！”小暴徒看这人有些呆头呆脑的样子，[[[骂出话来]]]，大家都笑，由他怎么喊叫，并没一人帮着他动手，正待上前，也将朱...;1;No;New;1;Non-concrete;4;Split;1920s\1922\文学\小说笔记\1922_10_1 向恺然 留东外史续集.txt;1920s;1;Fiction;Lower;Written;Mainland
573;...姐。燕西便笑道：“我真是莽撞得很，不知道有生客在座。”曾美云[[[伸出手来]]]，和燕西一握，随着这握手之际，她身上的那一阵脂粉香，向人身上也...;1;No;New;1;Concrete;3;Split;1930s\1932\文学\1932 张恨水 金粉世家.txt;1930s;1;Fiction;Lower;Written;Mainland
1177;等他们走出去，富善先生伸了好几下脖子才[[[说出话来]]]：“这，这也是中国人？”;1;No;New;1;Non-concrete;4;Split;1940s\1945\文学\1945 老舍 四世同堂第二部_偷生.txt;1940s;2;Fiction;Lower;Written;Mainland
1113;...杠钱，棺材钱，和其他的开销，尽管他可以设法节省，可也要马上就[[[筹出款子来]]]呀！他把瑞宣拉到一边，咬了咬耳朵。;1;No;New;2;Non-concrete;3;Split;1940s\1944\文学\1944 老舍 四世同堂第一部_惶惑.txt;1940s;2;Fiction;Lower;Written;Mainland
457;史循和仲昭忍不住[[[笑出眼泪来]]]。;1;No;New;2;Concrete;3;Split;1930s\1930\文学\1930 茅盾 蚀.txt;1930s;1;Fiction;Lower;Written;Mainland
1844;...通俗书刊出版以后，不论它是属于公营或私营出版家的，读者最好能[[[提出意见来]]]，供出版者及编写者的参考。我根据这一点理由，想把我对于最近读过...;1;No;New;2;Non-concrete;4;Split;1950s\1950\报刊\人民日报\rmrb_1950_05.txt;1950s;2;News_report;Higher;Written;Mainland
673;　　只是这样命令着，也没[[[说出理由来]]]，吴荪甫就快步跑下楼去会客了。;1;No;New;2;Non-concrete;3;Split;1930s\1932\文学\1932 茅盾 子夜.txt;1930s;1;Fiction;Lower;Written;Mainland
522;...发深了。我本来愁着要酬报她的两块钱，无法出手。这时我便在身上[[[掏出皮夹来]]]，看一看里面，只有三张五元的钞票。我一想，象我文丐，当这岁暮天...;1;No;New;2;Concrete;2;Split;1930s\1932\文学\1932 张恨水 金粉世家.txt;1930s;1;Fiction;Lower;Written;Mainland
486;马老先生把镜子放下，跟着又拿起来了，[[[吐出舌头来]]]照了照。照完了舌头，还是不能决定到底是“死不了哇”，还是“或者...;1;No;New;2;Concrete;2;Split;1930s\1931\文学\1931 老舍 二马.txt;1930s;1;Fiction;Lower;Written;Mainland
194;“人来呀！强盗在毁咱们的屋子了！快来呀！迟一点可要[[[打出窟窿来]]]了！……”他哭嚷着，在地上团团地打滚。一群奴才都出来了，将傻子...;1;No;New;2;Concrete;1;Split;1920s\1926\文学\1926 鲁迅 野草.txt;1920s;1;Fiction;Lower;Written;Mainland
475;...…我想看见他，你把他喊回来。……我不再……”祖父说，他从被里[[[伸出右手来]]]，揩了揩眼泪。;1;No;New;2;Concrete;4;Split;1930s\1931\文学\1931 巴金 家.txt;1930s;1;Fiction;Lower;Written;Mainland
1105;...年月，街上的高摊与地摊，和果店里，都陈列出只有北平人才能一一[[[叫出名字来]]]的水果。各种各样的葡萄，各种各样的梨，各种各样的苹果，已经叫人...;1;No;New;2;Non-concrete;2;Split;1940s\1944\文学\1944 老舍 四世同堂第一部_惶惑.txt;1940s;2;Fiction;Lower;Written;Mainland
969;...之揭露他们的坏处原是出于爱他们也是无可否认的。可惜我没给他们[[[想出办法来]]]。我也糟糕！可是，我必须说出来：即使我给猫人出了最高明的主意，...;1;No;New;2;Non-concrete;4;Split;1930s\1937\文学\1937 老舍 老牛破车.txt;1930s;1;Fiction;Lower;Written;Mainland
618;...再问时，凤举望了他一眼，只得停止了。约隔了两三分钟，凤举起身[[[走出客厅来]]]，燕西也跟着走。凤举一回头，见他跟着来了，便停住脚，望了一望后...;1;No;New;2;Concrete;4;Split;1930s\1932\文学\1932 张恨水 金粉世家.txt;1930s;1;Fiction;Lower;Written;Mainland
1565;...”；少数会提硝的人存在着封建迷信的保守观点，提硝时不叫人看，[[[淋出水来]]]不叫人说，以为被人见了，就弄不出硝来，就要破财。今夏县里接到上...;1;No;New;1;Concrete;3;Split;1940s\1949\报刊\人民日报\rmrb_1949_01.txt;1940s;2;News_report;Higher;Written;Mainland
1477;...子，我怕她说话不知轻重，再得罪了人家谁。咱才没有了事，不要再[[[找出事来]]]！你要去前院西房里开会，给我留心听一听她说些什么妨碍话没有！”...;1;No;Given;1;Non-concrete;4;Split;1940s\1948\报刊\人民日报\rmrb_1948_10.txt;1940s;2;News_report;Higher;Written;Mainland
671;他勉强笑了一笑，[[[找出话来]]]说道：“听说要迁都到杭州去呢！也许是谣言，然而外场盛传，你们没...;1;No;New;1;Non-concrete;4;Split;1930s\1932\文学\1932 茅盾 子夜.txt;1930s;1;Fiction;Lower;Written;Mainland
879;...岂不是目迷五色，纷乱无章吗？而真正之学者，就从这纷乱无章之中[[[寻出头绪来]]]。如果惮于用心，就不必操这门学问。我只揭出原则和大纲，有志斯道...;1;No;New;2;Non-concrete;2;Split;1930s\1936\应用文\议论文\1936 李宗吾 厚黑学.txt;1930s;1;Essay;Higher;Written;Mainland
1880;...全部参加了这一艰巨的劳动。他们用水桶、用罐子甚至用脸盆从河里[[[打出水来]]]，一直送到很远的地里去，往往来回就有两三里路。有些地更远的就用...;1;No;Given;1;Concrete;3;Split;1950s\1950\报刊\人民日报\rmrb_1950_07.txt;1950s;2;News_report;Higher;Written;Mainland
921;...什么。在车口上，他们哆嗦着，眼睛象贼似的溜着，不论从什么地方[[[钻出个人来]]]，他们都争着问，“车？！”拉上个买卖，他们暖和起来，汗湿透了那...;1;No;New;2;Concrete;2;Split;1930s\1936\文学\1936 老舍 骆驼祥子.txt;1930s;1;Fiction;Lower;Written;Mainland
892;……两个妖冶的女人从一座小楼的窗口[[[探出头来]]]，向方达生招手。方达生厌恶地扭过头，走开了。;1;No;New;1;Concrete;2;Split;1930s\1936\文学\1936 曹禺 日出.txt;1930s;1;Fiction;Lower;Written;Mainland
1632;...下。这家伙震力又大，打了一会子，把我的手都震破了！你看。”他[[[伸出手来]]]，指着手掌心给我看。;1;No;New;1;Concrete;3;Split;1940s\1949\报刊\人民日报\rmrb_1949_05.txt;1940s;2;News_report;Higher;Written;Mainland
1066;...有灯，想必是因为他多天没有回家，仆欧们偷空下乡去省亲去了。他[[[掏出钥匙来]]]开了门进去，捻开了电灯。穿堂里面挂满了尘灰吊子，他摘下了帽子，...;1;No;New;2;Concrete;4;Split;1940s\1943\文学\1943_8 张爱玲 沉香屑第二炉香.txt;1940s;2;Fiction;Lower;Written;Mainland
301;...表，也是那么慢，无法！太阳象和人们耍捉迷藏似的，一会儿从云中[[[探出头来]]]，一会儿又藏进去，更叫赵子曰怀疑到：“这婚事的进行可别象这个太...;1;No;New;1;Concrete;2;Split;1920s\1928\文学\1928 老舍 《赵子曰》.txt;1920s;1;Fiction;Lower;Written;Mainland
1957;...农具、耕畜及多余的粮食和房屋的工作。没收地主的土地就是要地主[[[交出红契来]]]。没收地主农具、耕畜及多余的粮食和房屋的工作中普遍采用了有组织...;1;No;New;2;Concrete;2;Split;1950s\1950\报刊\人民日报\rmrb_1950_11.txt;1950s;2;News_report;Higher;Written;Mainland
935;...吉祥，吉祥的底下再有些沉重的东西，大家的鼻子自然会添加热度而[[[冒出暖气来]]]。;1;No;New;2;Concrete;3;Split;1930s\1936\文学\1936 老舍_牛天赐传.txt;1930s;1;Fiction;Lower;Written;Mainland
1515;...人家把窗户关严，用布蒙上，在窗户前的房檐下，挂上一块红布条，[[[放出风来]]]，说是他家儿媳坐月子，忌生人。;1;No;New;1;Non-concrete;1;Split;1940s\1948\文学\1948 周立波 暴风骤雨.txt;1940s;2;Fiction;Lower;Written;Mainland
1809;...化关系！让反对一切侵略与征服的我们的人民与我们的祖国兄弟般地[[[伸出手来]]]，欢迎因为胜利的革命而变得比什么时候都更加年青和更加强大的、历...;1;No;New;1;Non-concrete;3;Split;1950s\1950\报刊\人民日报\rmrb_1950_03.txt;1950s;2;News_report;Higher;Written;Mainland
1894;...进来一个战士，母亲马上认出了幼子。她投身拥抱他，吻他，高兴地[[[淌出眼泪来]]]。她莫明其妙，勿论她说什么，他只是抚弄着她那苍白的头发。他一句...;1;No;New;2;Concrete;3;Split;1950s\1950\报刊\人民日报\rmrb_1950_08.txt;1950s;2;News_report;Higher;Written;Mainland
1317;...去了第二封。南堡城墙上有了回答：第五连的几个士兵从城头后偷偷[[[露出头来]]]，好奇的探望着。连长李锋被迫写了回信：“要我们团长营长下命令才...;1;No;New;1;Concrete;2;Split;1940s\1947\报刊\人民日报\rmrb_1947_04.txt;1940s;2;News_report;Higher;Written;Mainland
1374;...民在肥料上更缺乏，合作英雄李甲魁提出，合作社存有一部分花籽，[[[轧出油来]]]把油饼帮助贫苦军干烈属、荣退军人、新翻身农民解决肥料扩大麦田，...;1;No;New;1;Concrete;2;Split;1940s\1947\报刊\人民日报\rmrb_1947_10.txt;1940s;2;News_report;Higher;Written;Mainland
725;...对扣工钱的表示被什么走狗去报告了，账房间叫她去骂一顿，现在却[[[听出反面来]]]，她一时间就弄糊涂了。并且眼前这厂方有权力的屠维岳向来就喜欢找...;1;No;New;2;Non-concrete;3;Split;1930s\1933\文学\1933 茅盾 子夜.txt;1930s;1;Fiction;Lower;Written;Mainland
570;...思是要听这边人说话。再要两天下去，他这样起坐不宁的样子，准会[[[急出病来]]]。”金太太道：“真的吗？这种无出息的东西！”说着话，就到堂屋里...;1;No;New;1;Non-concrete;4;Split;1930s\1932\文学\1932 张恨水 金粉世家.txt;1930s;1;Fiction;Lower;Written;Mainland
375;...但是绝不像你们成日成夜地缠着，一个人究竟能有多大的精神，万一[[[弄出病来]]]，那才没法子咧。”小窦笑道：“这话也不需要你说，我们自然有数，...;1;No;New;1;Non-concrete;4;Split;1920s\1928\文学\小说笔记\1928 徐哲身 汉代宫廷艳史.txt;1920s;1;Fiction;Lower;Written;Mainland
1692;...壮才进村早就有人给他们报了信儿。奶奶一下子抱住了大孙子，乐的[[[流出眼泪来]]]，不知说什么好，娘真是喜欢的手忙脚乱，又想坐下跟儿子拉拉话，可...;1;No;New;2;Concrete;3;Split;1940s\1949\报刊\人民日报\rmrb_1949_09.txt;1940s;2;News_report;Higher;Written;Mainland
1296;...的旧果实二千三百元没分，真不对，那时物价没有现在高，我反正得[[[退出钱来]]]才算对起大家。”广宗城内北街，村干经过区干教育，深刻感到贪污果...;1;No;New;1;Non-concrete;2;Split;1940s\1947\报刊\人民日报\rmrb_1947_02.txt;1940s;2;News_report;Higher;Written;Mainland
955;...。或是在演说的时候，若有一段意思忽然接不上来，你也会不期然地[[[抽出手帕来]]]在额角上抹一下。或是在大庭广众之间，偶然你觉得自己好像在被一部...;1;No;New;2;Concrete;3;Split;1930s\1937\文学\1937 施蛰存 手帕.txt;1930s;1;Fiction;Lower;Written;Mainland
536;...这笑容收起来了，就对他道：“哦！若是她有了不幸的事情，你就要[[[拿出钱来]]]，和她办理善后。若是她并不见得有这种事情哩，那末，你就还是不管...;1;No;New;1;Non-concrete;2;Split;1930s\1932\文学\1932 张恨水 金粉世家.txt;1930s;1;Fiction;Lower;Written;Mainland
1183;...，他的脸永远是一块硬的砖，他的眼是一对小枪弹，他的眉毛老象要[[[拧出水来]]]。可是，当他们跟他硬顶的时候，他又忽然的软起来，甚至于给一个工...;1;No;New;1;Concrete;3;Split;1940s\1945\文学\1945 老舍 四世同堂第二部_偷生.txt;1940s;2;Fiction;Lower;Written;Mainland
1982;...太太  你对！你会用糖儿豆儿的到这里捡便宜！你要是个男子汉，[[[拍出钱来]]]，买了她去！老这么白揩油算怎么回事呢？说个价儿，贱卖！;1;No;New;1;Non-concrete;2;Split;1950s\1950\文学\1950 老舍 方珍珠.txt;1950s;2;Fiction;Lower;Written;Mainland
542;...柳春江缩回手去，正在舀着汤，嘴里咀嚼着，听她交代缘故呢。一说[[[玩出是非来]]]了，便一惊，问道：“怎么了？生出了什么是非？”手上一勺子汤，悬...;1;Split;New;2;Non-concrete;4;Split;1930s\1932\文学\1932 张恨水 金粉世家.txt;1930s;1;Fiction;Lower;Written;Mainland
950;...街市上已经很热闹。男人们一排一排的呆站着；女人们也时时从门里[[[探出头来]]]。她们大半也肿着眼眶；蓬着头；黄黄的脸，连脂粉也不及涂抹。;1;No;New;1;Concrete;2;Split;1930s\1936\文学\1936 鲁迅 故事新编.txt;1930s;1;Fiction;Lower;Written;Mainland
988;...已止了泪，听见周老太太的一番话，触动了前情，觉得一阵心酸，又[[[淌出眼泪来]]]。她满脸泪痕地望着周老太太说：“婆，你不要担心，我在那边处处小...;1;No;Given;2;Concrete;3;Split;1930s\1938\文学\1938 巴金 春.txt;1930s;1;Fiction;Lower;Written;Mainland
774;...散地垂在脑后。贤也不再笑了。他见了那个院子，一株龙眼树从里面[[[伸出头来]]]，恰恰遮了门前的阳光，对面是一堵破墙，墙头长着龙舌兰和仙人鞭。...;1;No;New;1;Concrete;2;Split;1930s\1934\文学\1934 巴金 电.txt;1930s;1;Fiction;Lower;Written;Mainland
386;...何处？望乞示知，下官好按功上奏朝廷，不敢埋没大勋。”那异丐便[[[说出一番话来]]]。这正是：;1;No;New;3;Non-concrete;1;Split;1920s\1928\文学\小说笔记\1928 徐哲身 汉代宫廷艳史.txt;1920s;1;Fiction;Lower;Written;Mainland
1964;...单，看到七个游行队伍在大街上经过，欢呼庆祝平壤解放，他兴奋得[[[流出泪来]]]。他说：“中朝人民的力量是强大的，不仅能解放平壤，而且能解放汉...;1;No;New;1;Concrete;4;Split;1950s\1950\报刊\人民日报\rmrb_1950_12.txt;1950s;2;News_report;Higher;Written;Mainland
548;...扔，一顿脚道：“你瞧，这是什么话？你明明白白认得一个什么人，[[[托出人来]]]和我说，我没有不依从的。现在你干出这样鬼鬼祟祟的事，人家把我们...;1;No;Given;1;Concrete;2;Split;1930s\1932\文学\1932 张恨水 金粉世家.txt;1930s;1;Fiction;Lower;Written;Mainland
1171;大赤包的头低下去，两手紧紧的握成拳头，半天没[[[说出话来]]]。;1;No;New;1;Non-concrete;4;Split;1940s\1945\文学\1945 老舍 四世同堂第二部_偷生.txt;1940s;2;Fiction;Lower;Written;Mainland
1910;...都分配他一样工作。自己打完电话回来，老柳一脸黑呼呼的从锅炉里[[[探出头来]]]，笑嘻嘻地叫道：;1;No;New;1;Concrete;2;Split;1950s\1950\报刊\人民日报\rmrb_1950_09.txt;1950s;2;News_report;Higher;Written;Mainland
576;...其间卫璧安和谢玉树两个人都有些不好意思，再要坐这里，就怕看得[[[引出风潮来]]]，大家都怪难为情的。;1;No;New;2;Non-concrete;1;Split;1930s\1932\文学\1932 张恨水 金粉世家.txt;1930s;1;Fiction;Lower;Written;Mainland
